ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
000656.SZ,20260202,993969,15090.75,401476,6112.71,1581540,24030.75,1027367,15654.72,1406601,21398.45,1581434,24031.27,0,0.0,971834,14721.25,-294724,-4140.23
603187.SH,20260202,42849,6652.16,52651,8171.83,24269,3766.94,17984,2790.71,7475,1156.5,4077,631.41,824,128.13,706,109.78,-21955,-3401.17
601099.SH,20260202,647711,27012.76,768787,32049.71,630755,26321.52,555391,23175.3,366892,15295.8,304106,12690.27,79593,3316.82,96667,4031.62,-575431,-23883.26
002902.SZ,20260202,27236,5607.88,27015,5562.21,19145,3944.64,18574,3830.93,8749,1805.48,11198,2305.67,3501,721.79,1843,380.98,3487,739.69
002547.SZ,20260202,76407,3071.56,28944,1163.55,41286,1659.7,55772,2242.03,22893,920.3,31926,1283.43,0,0.0,23944,962.55,140520,5648.9
603429.SH,20260202,7428,754.67,2331,236.83,13102,1331.13,5433,551.95,13322,1353.56,13380,1359.45,1988,201.99,14696,1493.11,35840,3641.34
603195.SH,20260202,29241,12500.87,30515,13045.42,17452,7456.6,17526,7485.31,8025,3431.08,7775,3323.07,2993,1274.78,1897,809.54,-3103,-1313.31
600718.SH,20260202,179185,18702.71,179136,18692.58,106519,11118.19,113332,11829.0,63087,6589.16,56618,5918.19,2243,233.69,1948,203.97,-18763,-1919.87
688611.SH,20260202,9418,5698.62,9125,5517.64,6507,3945.98,6605,4008.7,3415,2070.52,4099,2488.32,882,536.05,393,236.51,964,596.52
000819.SZ,20260202,32605,5396.88,33999,5627.22,39765,6580.94,29238,4846.62,21216,3521.74,22603,3740.41,7432,1226.65,15178,2511.95,-23883,-3950.58
688721.SH,20260202,7720,3700.04,8255,3957.09,5683,2724.48,5139,2462.95,4631,2208.11,4440,2123.26,595,286.38,795,375.71,-3432,-1631.94
600056.SH,20260202,75396,8122.41,77838,8382.51,67526,7275.8,65016,7006.06,39949,4304.95,36761,3962.96,7040,759.73,10297,1111.34,-48970,-5258.7
688271.SH,20260202,19631,25220.83,22009,28268.04,17448,22405.91,16365,21020.77,9562,12278.44,8020,10300.73,1601,2055.81,1849,2371.44,-4947,-6323.9
603009.SH,20260202,53519,28900.69,57976,31269.09,54170,29241.05,51846,27994.47,40060,21623.59,31695,17128.0,25380,13688.83,31612,17062.61,-21444,-11405.33
300841.SZ,20260202,6923,4951.45,7641,5464.01,8329,5952.73,7474,5355.79,5653,4037.5,5746,4102.8,2530,1820.36,2575,1839.44,-5941,-4206.8
301128.SZ,20260202,11259,11537.95,12347,12652.57,11345,11644.28,10688,10964.05,7992,8203.83,7987,8175.12,4829,4925.37,4404,4519.69,-8415,-8585.89
002199.SZ,20260202,12358,1029.72,8828,736.8,27858,2321.77,18618,1550.68,14341,1195.55,21189,1763.0,6291,521.95,12213,1018.5,4209,352.36
600863.SH,20260202,340153,16418.35,386736,18640.86,289238,13952.74,251060,12119.47,142950,6885.17,128719,6214.63,23357,1131.67,29182,1412.96,-83100,-3949.49
300247.SZ,20260202,72146,3667.8,69134,3515.77,66054,3355.44,64339,3271.14,49358,2510.18,49244,2501.73,0,0.0,4841,244.78,-37076,-1870.43
603876.SH,20260202,261652,44973.69,259053,44507.84,132490,22780.91,134315,23108.55,77500,13288.18,64238,11026.52,8666,1481.49,22704,3881.37,4616,894.5
002667.SZ,20260202,4475,823.4,1488,273.79,5239,963.98,2487,457.61,3942,725.33,5018,923.24,1257,231.29,5920,1089.35,14913,2743.99
603359.SH,20260202,62187,4157.16,58768,3927.25,34559,2308.53,34137,2281.89,7566,504.84,11407,761.39,0,0.0,0,0.0,-12314,-815.54
600061.SH,20260202,285377,21836.35,325274,24878.47,235296,18027.15,239838,18381.37,194778,14926.49,162329,12442.47,58151,4450.1,46161,3537.77,-85278,-6455.79
605033.SH,20260202,16699,3433.96,18674,3838.82,5867,1204.99,4672,959.46,1377,282.05,597,122.72,0,0.0,0,0.0,-2901,-595.23
002465.SZ,20260202,660377,114712.82,485531,84665.45,564382,98371.17,520830,90738.04,375913,65751.79,455020,79323.25,178092,31157.9,317383,55266.95,-323819,-55753.34
000019.SZ,20260202,108790,7830.89,86401,6219.26,64353,4633.77,67293,4844.93,36624,2638.04,48068,3460.78,4338,312.61,12344,890.34,-28413,-2031.64
600469.SH,20260202,257720,19711.39,266764,20430.13,125422,9644.08,111814,8589.05,43593,3378.99,45930,3539.77,10514,807.7,12741,983.21,5474,425.43
300816.SZ,20260202,10582,6938.48,11348,7444.87,5401,3536.96,5726,3750.44,3603,2361.31,3639,2381.04,1939,1269.01,812,529.41,-4185,-2740.52
603900.SH,20260202,52209,4354.23,26352,2197.76,24086,2008.77,28513,2377.98,5866,489.22,20441,1704.78,1700,141.78,8555,713.49,81003,6755.65
002495.SZ,20260202,122580,3327.91,91956,2494.95,81404,2207.85,94228,2558.97,71319,1937.81,81493,2212.1,17421,472.48,25047,680.04,-5449,-130.95
603998.SH,20260202,31230,3672.74,33081,3890.96,15413,1812.72,20029,2357.77,9056,1067.62,2589,304.36,0,0.0,0,0.0,-11133,-1306.04
003015.SZ,20260202,33034,5196.89,31200,4907.94,20966,3293.6,20811,3272.66,7986,1255.11,7776,1220.35,1757,275.76,3956,620.4,-5439,-843.82
688216.SH,20260202,40590,12805.64,38568,12160.94,26681,8464.33,21924,6965.12,14815,4703.14,19676,6220.72,2463,788.87,4382,1415.19,-5554,-1714.93
301419.SZ,20260202,13043,4420.25,12369,4191.82,6527,2210.58,5994,2030.55,1339,453.58,2046,693.54,0,0.0,500,168.5,995,339.87
301060.SZ,20260202,44651,4954.52,38876,4315.88,23397,2595.42,30809,3420.47,15677,1740.95,10800,1197.16,363,40.47,3603,397.86,-1707,-180.95
603220.SH,20260202,124331,32388.5,135641,35334.83,94628,24662.11,87217,22735.6,51600,13451.78,53031,13817.44,9423,2452.35,4093,1066.87,-13474,-3449.89
000595.SZ,20260202,48443,2891.46,19214,1147.26,66390,3969.14,62169,3717.99,40900,2444.98,54249,3244.46,3416,205.79,23517,1401.66,-31273,-1852.56
603839.SH,20260202,28867,2289.09,26342,2087.98,8918,706.9,7171,569.8,2247,178.5,3934,312.75,0,0.0,2585,203.96,4600,367.27
600664.SH,20260202,150763,5264.5,163491,5704.94,92093,3216.78,103039,3601.62,48932,1708.15,30058,1050.87,4800,168.0,0,0.0,-125219,-4361.67
600643.SH,20260202,131461,6254.58,139563,6639.26,73802,3506.72,74509,3544.37,44210,2100.51,35359,1676.21,2478,115.97,2520,117.95,-26073,-1232.11
300915.SZ,20260202,9650,2471.19,6728,1721.88,6500,1667.98,6676,1710.77,3552,912.6,7125,1831.38,836,214.57,9,2.31,3370,872.74
603402.SH,20260202,10875,16340.39,9838,14782.66,12898,19348.14,12223,18362.23,5646,8464.99,7069,10568.77,764,1144.44,1053,1584.29,3876,5914.46
688591.SH,20260202,35780,15953.58,45592,20287.64,35608,15873.32,34403,15333.63,27895,12405.32,19391,8637.35,6354,2822.91,6251,2796.5,-30715,-13613.02
688101.SH,20260202,15008,2559.34,14070,2399.46,5457,928.76,5469,931.64,1473,251.14,1420,241.52,0,0.0,980,166.62,-432,-71.19
000708.SZ,20260202,175410,26706.22,175992,26896.63,164430,25086.55,162350,24771.75,82997,12653.13,86754,13168.56,26373,4011.04,24113,3619.99,-52253,-7943.92
301357.SZ,20260202,8772,11310.52,4639,5992.61,7783,10033.02,7585,9773.42,4213,5424.71,7497,9650.17,590,751.87,1637,2103.92,-4469,-5727.63
603860.SH,20260202,8822,2874.51,8512,2772.87,3162,1029.01,3158,1029.72,1331,434.06,1561,507.89,429,138.14,513,165.22,978,318.23
603038.SH,20260202,67523,12188.12,70377,12710.3,58662,10594.76,54521,9843.53,16754,3025.85,21893,3957.32,8597,1555.59,4745,853.17,10291,1867.52
002670.SZ,20260202,114181,18923.85,117263,19462.0,124876,20713.2,119372,19805.56,97381,16162.73,93036,15424.0,23475,3902.24,30242,5010.47,2965,540.94
002629.SZ,20260202,103134,6297.8,89060,5444.48,75506,4598.02,77430,4723.42,38002,2310.36,45661,2777.33,7087,437.39,11578,698.33,5909,352.0
300836.SZ,20260202,6923,4111.67,5617,3336.75,4188,2484.6,6626,3934.27,4652,2762.46,4027,2391.26,1772,1055.88,1265,752.34,-2614,-1556.83
603073.SH,20260202,18138,3756.43,18546,3841.0,4983,1032.32,4730,980.24,608,126.03,453,93.53,0,0.0,0,0.0,-311,-63.11
601128.SH,20260202,202820,14813.6,262205,19125.79,146125,10659.21,134633,9832.93,70645,5145.24,52361,3814.25,46369,3380.4,16760,1225.48,-139218,-10105.04
301487.SZ,20260202,41767,9195.64,39818,8765.34,34509,7595.06,30430,6697.19,18985,4176.79,21576,4749.61,4032,886.81,7468,1642.17,-13049,-2861.61
301630.SZ,20260202,1096,1940.27,1062,1882.86,1310,2320.1,1377,2437.5,941,1664.85,830,1466.98,88,156.87,166,294.75,-1322,-2334.77
603377.SH,20260202,39605,1466.36,31749,1176.46,47737,1765.63,31861,1178.45,32230,1192.23,7616,282.43,0,0.0,48346,1786.89,31899,1181.01
600894.SH,20260202,29753,2810.5,35125,3314.51,12455,1174.31,8814,832.1,4547,429.06,2816,267.26,0,0.0,0,0.0,-13283,-1246.87
601021.SH,20260202,27002,15154.0,27818,15609.76,18798,10540.51,17158,9627.49,15634,8763.64,13485,7561.72,1653,921.39,4626,2580.58,1959,1090.11
300441.SZ,20260202,23660,1825.04,19974,1538.98,18591,1432.6,19004,1465.2,11377,875.83,16552,1276.89,1902,147.6,0,0.0,-11531,-885.28
300219.SZ,20260202,94724,7099.74,93731,7021.18,68492,5129.06,65604,4916.53,50890,3815.61,41375,3100.8,0,0.0,13396,1005.89,-2524,-167.76
688236.SH,20260202,23425,5532.79,24394,5760.92,6310,1488.05,5697,1344.1,2398,562.7,2054,481.51,13,2.99,0,0.0,-1666,-389.25
601330.SH,20260202,65737,4755.08,66780,4829.32,25764,1863.38,31849,2304.93,15835,1147.66,14099,1021.62,7040,510.22,1648,120.47,-10112,-724.04
600016.SH,20260202,908200,34354.67,906320,34268.19,1059963,40084.9,1049367,39690.45,1087776,41118.81,959405,36278.88,561712,21251.12,702560,26571.99,339678,13029.57
603214.SH,20260202,31791,5698.14,28645,5133.35,16697,2990.45,19174,3436.37,6954,1246.26,5340,957.4,3500,628.18,5783,1035.91,6523,1173.51
300921.SZ,20260202,58053,16062.28,65309,18151.81,61137,16954.29,61613,17073.22,42928,11947.55,34602,9573.37,8272,2309.3,8867,2475.03,8057,2282.88
002210.SZ,20260202,282080,8819.39,214344,6710.75,179434,5611.66,164714,5154.63,113172,3538.82,136472,4262.82,16726,526.73,75882,2368.4,-186700,-5797.22
600547.SH,20260202,16251,7979.35,3830,1880.53,15426,7574.11,7909,3883.44,16087,7898.76,11275,5536.04,26602,13061.48,51352,25213.69,74362,36511.74
002025.SZ,20260202,51442,26245.2,55997,28573.8,49519,25266.26,47127,24082.33,34555,17660.34,33142,16925.53,16347,8357.56,15598,7947.72,-15751,-7960.22
301383.SZ,20260202,10141,3513.57,10992,3809.74,6871,2381.03,6225,2156.27,2327,804.05,2711,936.66,589,204.02,0,0.0,5288,1839.87
002587.SZ,20260202,91252,6262.72,99928,6854.29,52155,3576.73,56404,3871.88,31755,2178.14,26499,1822.27,9165,632.88,1496,102.03,-314,-14.96
301001.SZ,20260202,25912,9430.95,32071,11686.38,33323,12127.95,30211,11002.86,15203,5538.29,13415,4874.71,2058,747.06,800,280.3,4435,1607.49
300043.SZ,20260202,404893,27206.6,372184,25057.74,416565,28046.49,352801,23754.53,329471,22220.65,329622,22206.91,68547,4627.71,164869,11082.28,-67295,-4362.73
600875.SH,20260202,209340,52722.21,193329,48695.48,199406,50272.57,184335,46496.16,109557,27614.72,133486,33627.65,52863,13341.18,60015,15131.39,-5501,-1275.06
301100.SZ,20260202,10597,2280.57,10520,2264.58,5955,1285.56,6268,1350.73,2063,444.29,1746,377.96,0,0.0,81,17.13,-703,-150.71
000776.SZ,20260202,216756,47876.19,186419,41142.53,270965,59889.59,223174,49366.25,242160,53539.41,253731,56096.16,125260,27612.27,191817,42312.52,-192463,-42359.88
688475.SH,20260202,29235,8879.28,28945,8789.92,11499,3488.41,11238,3411.95,5672,1717.18,5194,1570.88,1320,401.23,2347,713.35,-228,-65.19
301053.SZ,20260202,3964,1399.76,3709,1309.46,1634,576.45,2010,710.6,1307,459.59,1186,415.72,0,0.0,0,0.0,-308,-105.35
300641.SZ,20260202,56171,11802.83,55813,11772.47,75001,15783.45,78534,16529.66,58188,12268.6,55216,11605.45,13620,2856.62,13415,2803.93,-25150,-5264.03
301315.SZ,20260202,5681,3396.24,5767,3457.48,9269,5549.29,8258,4947.51,5587,3347.66,6222,3721.63,1072,644.05,1361,810.62,-3107,-1859.73
603386.SH,20260202,37450,5385.4,36625,5264.61,20571,2955.11,20018,2876.59,7836,1126.34,10914,1569.56,2472,354.33,772,110.42,-7462,-1066.43
603786.SH,20260202,21264,14454.45,24368,16554.61,12345,8385.65,8985,6112.64,2609,1769.9,2925,1986.57,1028,698.61,967,654.79,-7300,-4932.11
600368.SH,20260202,72448,2892.87,90981,3630.61,57119,2281.77,56927,2276.48,35748,1427.22,17407,694.78,0,0.0,0,0.0,-70251,-2796.09
000790.SZ,20260202,69319,2747.83,67204,2660.28,43629,1726.03,42707,1691.6,35800,1417.6,36264,1436.41,4000,156.0,6574,259.18,-18596,-725.9
300792.SZ,20260202,50956,22297.56,65346,28660.43,87376,38293.82,85663,37534.8,60928,26751.83,53860,23575.67,18166,7955.61,12557,5527.93,-9329,-4064.81
600496.SH,20260202,275291,12608.71,307220,14071.48,162382,7451.75,141528,6495.64,57373,2627.18,51296,2348.88,4997,228.36,0,0.0,-98585,-4507.51
301065.SZ,20260202,9965,2360.24,8924,2111.41,5348,1267.38,5650,1341.2,3444,816.99,4183,992.01,0,0.0,0,0.0,-871,-201.68
688499.SH,20260202,17168,10236.24,19211,11448.74,14898,8871.52,12570,7489.34,9734,5798.57,9465,5637.32,1156,689.45,1709,1020.38,-5220,-3087.92
603667.SH,20260202,231708,182005.18,248277,195036.31,190847,150143.38,187862,147893.55,114603,90202.34,105536,83068.92,30161,23861.87,25644,20213.99,-180,-148.97
002905.SZ,20260202,166552,20991.25,141037,17813.37,119850,15153.59,115740,14628.56,70285,8875.08,70600,8911.06,3043,386.0,32352,4052.93,24134,3088.08
300656.SZ,20260202,66988,20250.74,48135,14579.04,45471,13785.67,47480,14364.93,24674,7475.0,28102,8508.65,2981,908.32,16397,4967.1,-162,-22.81
300515.SZ,20260202,16618,3367.7,16608,3365.99,9316,1888.25,7018,1422.86,2260,458.03,4568,925.13,0,0.0,0,0.0,-780,-151.06
600307.SH,20260202,765812,13923.99,823494,14951.4,407810,7424.18,398194,7261.45,179514,3264.4,129633,2374.15,16805,307.57,18620,333.15,-428779,-7740.39
002440.SZ,20260202,597635,74156.89,443331,55026.13,626343,77672.93,573139,71137.51,431767,53556.72,573142,71119.37,219354,27207.88,285485,35311.42,-78746,-9609.55
603811.SH,20260202,28453,3266.55,27347,3140.84,18458,2123.41,16218,1865.65,4369,501.65,8715,999.81,1000,114.7,0,0.0,-10828,-1238.79
002152.SZ,20260202,127471,16397.7,149445,19230.7,95175,12236.58,74021,9522.35,49323,6357.07,44799,5763.32,4487,579.23,8191,1054.22,-40728,-5203.71
603931.SH,20260202,32566,10504.09,33726,10889.62,21357,6864.93,18941,6091.68,10227,3297.85,10282,3293.58,1606,513.48,2807,905.46,-14434,-4713.14
000520.SZ,20260202,55380,2403.35,44857,1946.62,53276,2312.5,59970,2603.97,32698,1420.46,35449,1538.45,11729,508.82,12807,556.09,-29639,-1272.04
300860.SZ,20260202,21451,6159.28,23750,6865.4,28165,8132.99,30266,8724.45,24094,6975.72,19095,5514.53,4516,1308.84,5114,1472.44,-3672,-1024.44
002022.SZ,20260202,90414,5600.55,76679,4753.77,70590,4375.54,71321,4417.33,23375,1448.01,36142,2239.46,10787,667.69,11024,681.24,-27018,-1656.73
603028.SH,20260202,65175,6295.26,66414,6413.09,27156,2616.46,25761,2483.73,12301,1185.69,12322,1187.43,1827,176.85,1963,190.02,-14338,-1376.75
002334.SZ,20260202,100252,9134.29,86673,7905.18,88154,8037.25,91777,8376.33,54991,5017.26,62288,5674.5,7345,673.03,10003,905.82,18710,1716.99
600015.SH,20260202,382573,24740.11,348441,22530.04,389149,25166.39,354940,22950.26,236291,15265.59,237064,15331.25,56245,3627.59,123813,7988.13,211564,13714.71
300173.SZ,20260202,59487,2636.09,30863,1367.32,84538,3747.82,78646,3485.21,54416,2412.07,79562,3525.1,12968,572.88,22338,991.23,-80289,-3546.78
002302.SZ,20260202,76867,4576.99,88889,5291.6,66087,3935.23,51221,3050.23,15897,947.46,25263,1506.36,11386,679.62,4864,291.11,-63016,-3744.49
603989.SH,20260202,31528,5667.11,29212,5248.6,16442,2949.94,15897,2853.26,6155,1104.52,5048,905.29,1549,279.17,5516,993.59,4040,734.85
603316.SH,20260202,105528,15559.37,95838,14122.75,48615,7180.24,51226,7571.01,21755,3209.29,24536,3611.8,0,0.0,4298,643.35,5023,803.49
300707.SZ,20260202,42162,7828.53,47313,8803.3,43221,8027.71,45416,8443.27,33286,6197.45,29066,5387.95,7404,1376.8,4278,795.98,-12799,-2376.28
301575.SZ,20260202,2780,1418.8,2080,1063.58,2895,1478.67,2829,1444.89,830,423.69,1241,631.22,1085,549.68,1440,731.14,-2535,-1288.61
002213.SZ,20260202,88860,23466.15,56978,15067.69,62617,16545.3,65130,17204.23,35654,9421.12,59483,15711.21,7983,2116.76,13523,3566.2,-31832,-8370.68
688783.SH,20260202,53818,13605.99,61533,15543.83,46339,11726.74,43368,10973.51,22959,5811.24,20001,5085.21,5583,1419.53,3798,960.95,-37285,-9420.39
603329.SH,20260202,20404,2379.76,19795,2306.61,8512,991.36,7227,842.93,2741,318.85,4635,540.43,0,0.0,0,0.0,-608,-68.0
600273.SH,20260202,309386,34619.68,304859,34147.94,188224,21113.55,173145,19434.01,99564,11119.3,109976,12265.13,18083,2025.7,27277,3031.16,-70697,-7962.7
300071.SZ,20260202,719855,42899.25,520523,31047.62,696217,41499.53,701441,41766.86,452411,26910.32,555075,33015.26,161819,9600.06,253263,15079.41,-97670,-5682.17
300100.SZ,20260202,44851,15920.81,46890,16669.21,39862,14160.91,30577,10873.8,18685,6633.32,25098,8911.92,7954,2847.89,8788,3108.0,-33663,-11927.73
300058.SZ,20260202,2000290,443156.06,1261135,279790.73,2450846,543582.96,2217735,490742.74,2110992,467747.41,2410092,533951.21,1205766,265636.83,1878931,415638.58,-470068,-104315.25
002899.SZ,20260202,13480,4423.99,15190,4970.41,15266,5016.55,13350,4384.73,16013,5257.03,15657,5159.61,1442,476.68,2003,659.52,-7668,-2498.74
001323.SZ,20260202,9423,2594.11,7971,2195.17,5554,1527.52,6599,1814.5,1634,446.79,2652,728.41,3690,1020.96,3079,851.31,-1549,-431.29
300277.SZ,20260202,98362,15991.19,73741,11984.03,49896,8107.71,64072,10413.76,25174,4085.62,36463,5920.99,5250,850.96,4406,716.7,-16456,-2657.65
300486.SZ,20260202,62313,14541.4,63868,14925.45,88020,20576.25,80565,18859.51,72977,17041.66,75106,17565.1,29397,6889.23,33169,7698.48,-68280,-15925.45
301167.SZ,20260202,18479,3383.01,17454,3195.28,11309,2069.49,13240,2424.83,5188,952.73,5451,1001.53,1170,216.4,0,0.0,2802,521.51
300538.SZ,20260202,28416,4618.32,23139,3762.73,21632,3515.53,23507,3822.55,9109,1480.12,11188,1815.54,0,0.0,1323,213.14,-5467,-879.65
300700.SZ,20260202,68393,9922.53,60689,8818.47,54387,7903.38,56612,8232.49,51600,7484.11,49626,7198.41,10386,1508.6,17837,2569.25,-12664,-1810.6
002382.SZ,20260202,64783,3815.04,48948,2894.92,56430,3333.38,53956,3189.77,49586,2925.28,53080,3123.93,3823,226.31,18639,1091.39,-14358,-798.06
002806.SZ,20260202,119721,16613.77,81963,11384.79,74082,10300.49,109227,15170.82,48845,6785.92,44363,6158.85,6804,951.08,13898,1936.8,-33983,-4697.28
600333.SH,20260202,90683,5167.27,87475,4982.41,54238,3092.96,50084,2856.79,20826,1187.26,28365,1616.51,16151,922.56,15974,914.33,-18494,-1039.27
300558.SZ,20260202,24727,11480.73,24476,11356.47,20848,9669.62,19716,9157.3,11617,5390.04,12533,5813.19,2517,1168.74,2984,1382.18,-14000,-6481.01
600764.SH,20260202,53353,14272.87,50422,13488.93,30943,8274.35,30911,8255.33,16731,4475.26,17730,4758.46,1459,391.66,3424,911.42,-7429,-1943.93
688002.SH,20260202,50993,56177.33,53493,58867.93,39264,43309.57,38801,42795.41,18292,20147.02,18326,20230.06,7901,8687.19,5830,6427.71,-1473,-1463.17
600516.SH,20260202,472874,26380.57,560161,31221.75,312565,17436.6,248677,13902.58,114642,6406.24,92394,5153.22,15345,850.28,14193,796.15,-314278,-17484.52
002268.SZ,20260202,48904,9407.1,50275,9671.5,51182,9842.82,45788,8810.12,29583,5692.45,29838,5738.55,5920,1140.3,9687,1862.5,-15766,-3006.57
688258.SH,20260202,19326,28645.06,20030,29711.55,25377,37589.64,25200,37356.8,18874,27884.78,16828,24842.99,5888,8726.31,7407,10934.47,-5914,-8447.0
002368.SZ,20260202,93830,21012.58,66535,14903.92,77736,17395.15,69512,15569.8,62033,13862.34,77361,17298.57,20773,4608.62,40964,9106.41,17852,4001.52
688702.SH,20260202,23921,35331.73,22103,32689.15,26385,39063.82,23013,34134.58,13488,19974.67,14732,21761.36,3258,4806.54,7204,10591.65,6492,9446.07
688543.SH,20260202,29402,19245.96,28863,18899.01,21876,14365.15,20415,13424.23,13791,9060.26,12743,8362.4,2457,1608.21,5505,3593.94,-5632,-3672.07
301107.SZ,20260202,14948,4581.6,14471,4433.26,6815,2083.29,6824,2090.54,1123,344.91,1590,486.0,0,0.0,0,0.0,861,262.24
603817.SH,20260202,73291,5118.12,71669,5001.78,34766,2425.11,34025,2376.26,12388,865.89,14751,1031.08,0,0.0,0,0.0,-5015,-339.19
601788.SH,20260202,110053,18538.42,92111,15517.27,81289,13694.4,88617,14935.13,40966,6901.53,46130,7772.08,24768,4181.48,30219,5091.35,17894,3043.38
000981.SZ,20260202,2172947,104139.93,2540803,121985.79,2230116,106973.91,2466015,118273.56,1888595,90606.22,1598219,76585.2,1118292,53803.41,804913,38678.93,854804,41556.0
603043.SH,20260202,40200,7270.35,40881,7392.53,11593,2098.29,11907,2153.38,8793,1590.94,7294,1322.25,1242,225.46,1747,316.88,-4552,-816.03
002190.SZ,20260202,24105,8620.89,17611,6299.74,15551,5560.5,14260,5098.83,8018,2865.37,14885,5317.47,986,354.49,1904,685.22,-14521,-5179.82
301027.SZ,20260202,35244,6351.84,42325,7639.55,24573,4454.94,23082,4176.76,16020,2899.47,9205,1672.74,975,178.88,2200,396.07,-730,-125.34
301236.SZ,20260202,46056,22025.63,47616,22776.6,57471,27477.47,51518,24658.1,41416,19818.8,40685,19452.47,12159,5804.18,17282,8238.92,-27469,-13056.59
601669.SH,20260202,1381918,78575.68,1478912,83884.97,1187471,67580.73,1125072,64087.74,753070,42856.87,730925,41694.34,275885,15632.9,263434,14979.13,-539294,-29931.76
300129.SZ,20260202,190040,26251.18,254161,35144.59,208663,28861.63,190848,26391.42,160611,22210.66,140301,19393.75,73429,10166.25,47432,6559.96,-6545,-813.22
300410.SZ,20260202,79595,6948.22,84892,7401.75,69986,6111.0,71682,6262.89,57332,5005.06,51009,4454.74,5393,473.04,4723,417.94,2060,189.89
